UboatName,TypeOfUboat,Commissioned,FateDate,Fate,FateLatitude,FateLongitude,Days_in_service,TotalShipsSunked,Years_in_service,AverageDayPerShip,WarOutCome
U-805,IXC/40,1944-02-12,1945-05-15,Surrendered,43.04724,-70.688562,458,,1.25,,Survived the war
U-806,IXC/40,1944-04-29,1945-05-06,Surrendered,56.15868,10.236046,372,1,1.02,372,Survived the war
U-821,VIIC,1943-10-11,1944-06-10,Sunk,48.516667,-5.183333,243,,0.67,,Did not survive the War
U-822,VIIC,1944-07-01,1945-05-05,Scuttled,53.544902,8.557562,308,,0.84,,Survived the war
U-825,VIIC,1944-05-04,1945-05-13,Surrendered,58.497194,-4.682335,374,,1.02,,Survived the war
U-826,VIIC,1944-05-11,1945-05-11,Surrendered,58.497194,-4.682335,365,,1,,Survived the war
U-827,VIIC/41,1944-05-25,1945-05-05,Scuttled,54.815087,9.451827,345,,0.94,,Survived the war
U-828,VIIC/41,1944-06-17,1945-05-05,Scuttled,53.544902,8.557562,322,,0.88,,Survived the war
U-841,IXC/40,1943-02-06,1943-10-17,Scuttled,59.95,-31.1,253,,0.69,,Did not survive the War
U-842,IXC/40,1943-03-01,1943-11-06,Sunk,43.7,-42.133333,250,,0.68,,Did not survive the War
U-843,IXC/40,1943-03-24,1945-04-09,Sunk,57.533333,11.383333,747,1,2.05,747,Did not survive the War
U-844,IXC/40,1943-04-07,1943-10-16,Sunk,58.5,-27.266667,192,,0.53,,Did not survive the War
U-845,IXC/40,1943-05-01,1944-03-10,Sunk,48.333333,-20.55,314,,0.86,,Did not survive the War
U-846,IXC/40,1943-05-29,1944-05-04,Sunk,46.066667,-9.333333,341,,0.93,,Did not survive the War
U-847,IXD2,1943-01-23,1943-08-27,Sunk,28.316667,-37.966667,216,,0.59,,Did not survive the War
U-848,IXD2,1943-02-20,1943-11-05,Sunk,-10.15,-18.0,258,1,0.71,258,Did not survive the War
U-849,IXD2,1943-03-11,1943-11-25,Sunk,-6.5,-5.666667,259,,0.71,,Did not survive the War
U-850,IXD2,1943-04-17,1943-12-20,Sunk,32.9,-37.016667,247,,0.68,,Did not survive the War
U-851,IXD2,1943-05-21,1944-03-27,Missing,42.45,-46.9,311,,0.85,,Did not survive the War
U-852,IXD2,1943-06-15,1944-05-03,Scuttled,9.533333,50.983333,323,2,0.88,161.5,Did not survive the War
U-853,IXC/40,1943-06-25,1945-05-06,Sunk,41.217,-71.45,681,2,1.86,340.5,Survived the war
U-854,IXC/40,1943-07-19,1944-02-04,Sunk,54.016667,14.266667,200,,0.55,,Did not survive the War
U-855,IXC/40,1943-08-02,1944-09-11,Missing,63.166667,-12.5,406,,1.11,,Did not survive the War
U-856,IXC/40,1943-08-19,1944-04-07,Scuttled,40.3,-62.366667,232,,0.64,,Did not survive the War
U-857,IXC/40,1943-09-16,1945-04-30,Missing,35.983375,-73.319756,592,2,1.62,296,Did not survive the War
U-858,IXC/40,1943-09-30,1945-05-14,Surrendered,38.835114,-75.093953,592,,1.62,,Survived the war
U-859,IXD2,1943-07-08,1944-09-23,Sunk,5.767,100.067,443,3,1.21,147.67,Did not survive the War
U-860,IXD2,1943-08-12,1944-06-15,Sunk,-25.45,-5.5,308,,0.84,,Did not survive the War
U-861,IXD2,1943-09-02,1945-05-09,Surrendered,63.447748,10.389492,615,4,1.68,153.75,Survived the war
U-862,IXD2,1943-10-07,1945-08-02,Surrendered,1.230245,103.823636,665,7,1.82,95,Survived the war
U-863,IXD2,1943-11-03,1944-09-29,Sunk,-10.75,-25.5,331,,0.91,,Did not survive the War
U-864,IXD2,1943-12-09,1945-02-09,Sunk,60.765049,4.53901,428,,1.17,,Did not survive the War
U-865,IXC/40,1943-10-25,1944-09-09,Missing,64.005988,7.918092,320,,0.88,,Did not survive the War
U-866,IXC/40,1943-11-17,1945-03-18,Sunk,43.18,-61.08,487,,1.33,,Did not survive the War
U-867,IXC/40,1943-12-12,1944-09-19,Scuttled,62.25,1.8333,282,,0.77,,Did not survive the War
U-868,IXC/40,1943-12-23,1945-05-09,Surrendered,60.388464,5.302045,503,1,1.38,503,Survived the war
U-869,IXC/40,1944-01-26,1945-02-11,Sunk,39.33,-73.2,382,,1.05,,Did not survive the War
U-870,IXC/40,1944-02-03,1945-03-30,Sunk,53.104864,8.738393,421,2,1.15,210.5,Did not survive the War
U-871,IXD2,1944-01-15,1944-09-26,Sunk,43.3,-36.466667,255,,0.7,,Did not survive the War
U-872,IXD2,1944-02-10,1944-08-10,Broken up,53.098686,8.740132,182,,0.5,,Did not survive the War
U-873,IXD2,1944-03-01,1945-05-16,Surrendered,43.073413,-70.723128,441,,1.21,,Survived the war
U-874,IXD2,1944-04-08,1945-05-09,Surrendered,59.336099,10.587464,396,,1.08,,Survived the war
U-875,IXD2,1944-04-21,1945-05-09,Surrendered,60.408329,5.287607,383,,1.05,,Survived the war
U-876,IXD2,1944-05-24,1945-05-03,Scuttled,54.46531,9.847852,344,,0.94,,Survived the war
U-877,IXC/40,1944-03-24,1944-12-27,Sunk,46.416667,-36.633333,278,,0.76,,Did not survive the War
U-878,IXC/40,1944-04-14,1945-04-10,Sunk,47.583333,-10.55,361,,0.99,,Did not survive the War
U-879,IXC/40,1944-04-19,1945-04-30,Sunk,36.566667,-74.0,376,,1.03,,Did not survive the War
U-880,IXC/40,1944-05-11,1945-04-16,Sunk,47.883333,-30.433333,340,,0.93,,Did not survive the War
U-881,IXC/40,1944-05-27,1945-05-06,Sunk,43.3,-47.733333,344,,0.94,,Survived the war
U-883,IXD/42,1945-03-27,1945-05-05,Surrendered,53.885103,8.711897,39,,0.11,,Survived the war
U-889,IXC/40,1944-08-04,1945-05-13,Surrendered,43.479993,-65.310205,282,,0.77,,Survived the war
U-901,VIIC,1944-04-29,1945-05-15,Surrendered,58.975207,5.760662,381,,1.04,,Survived the war
U-903,VIIC,1943-09-04,1945-05-05,Scuttled,54.803322,9.882213,609,,1.67,,Survived the war
U-904,VIIC,1943-09-25,1945-05-04,Scuttled,54.470878,9.93287,587,,1.61,,Survived the war
U-905,VIIC,1944-03-08,1945-03-27,Sunk,58.566667,-5.766667,384,,1.05,,Did not survive the War
U-907,VIIC,1944-05-18,1945-05-09,Surrendered,60.393579,5.295185,356,,0.97,,Survived the war
U-921,VIIC,1943-05-30,1944-09-24,Missing,74.75,13.833333,483,,1.32,,Did not survive the War
U-922,VIIC,1943-08-01,1945-05-03,Scuttled,54.328192,10.15364,641,,1.75,,Survived the war
U-923,VIIC,1943-10-04,1945-02-09,Sunk,54.516667,10.3,494,,1.35,,Did not survive the War
U-924,VIIC,1943-11-20,1945-05-03,Scuttled,54.328192,10.15364,530,,1.45,,Survived the war
U-925,VIIC,1943-12-30,1944-08-25,Missing,57.997693,5.980852,239,,0.65,,Did not survive the War
U-926,VIIC,1944-02-29,1945-05-09,Surrendered,60.394255,5.293973,435,,1.19,,Survived the war
U-927,VIIC,1944-06-27,1945-02-24,Sunk,49.9,-4.75,242,,0.66,,Did not survive the War
U-928,VIIC,1944-07-11,1945-05-09,Surrendered,60.394255,5.293973,302,,0.83,,Survived the war
U-929,VIIC/41,1944-09-06,1945-05-01,Scuttled,54.25,12.066667,237,,0.65,,Did not survive the War
U-930,VIIC/41,1944-12-06,1945-05-09,Surrendered,60.394255,5.293973,154,,0.42,,Survived the war
U-951,VIIC,1942-12-03,1943-07-07,Sunk,37.666667,-15.5,216,,0.59,,Did not survive the War
U-952,VIIC,1942-12-10,1944-08-02,Captured,43.093831,5.930084,601,3,1.65,200.33,Did not survive the War
U-953,VIIC,1942-12-17,1945-05-09,Surrendered,63.436844,10.381135,874,,2.39,,Survived the war
U-954,VIIC,1942-12-23,1943-05-19,Sunk,54.9,-34.316667,147,,0.4,,Did not survive the War
U-955,VIIC,1942-12-31,1944-06-07,Sunk,45.216667,-8.5,524,,1.43,,Did not survive the War
U-956,VIIC,1943-01-06,1945-05-13,Surrendered,58.490672,-4.686915,858,1,2.35,858,Survived the war
U-957,VIIC,1943-01-07,1944-10-21,Stricken,68.454308,17.393468,653,4,1.79,163.25,Did not survive the War
U-958,VIIC,1943-01-14,1945-05-03,Scuttled,54.329717,10.163239,840,2,2.3,420,Survived the war
U-959,VIIC,1943-01-21,1944-05-02,Sunk,69.333333,-0.333333,467,,1.28,,Did not survive the War
U-960,VIIC,1943-01-28,1944-05-19,Sunk,37.333333,1.583333,477,3,1.31,159,Did not survive the War
U-961,VIIC,1943-02-04,1944-03-29,Sunk,64.516667,-3.316667,419,,1.15,,Did not survive the War
U-962,VIIC,1943-02-11,1944-04-08,Sunk,45.716667,-19.95,422,,1.16,,Did not survive the War
U-963,VIIC,1943-02-17,1945-05-20,Scuttled,39.6,-9.083333,823,,2.25,,Survived the war
U-964,VIIC,1943-02-18,1943-10-16,Sunk,57.45,-28.283333,240,,0.66,,Did not survive the War
U-965,VIIC,1943-02-25,1945-03-30,Sunk,39.6,-9.083333,764,,2.09,,Did not survive the War
U-966,VIIC,1943-03-04,1943-11-10,Sunk,43.768889,-7.633333,251,,0.69,,Did not survive the War
U-967,VIIC,1943-03-11,1944-08-19,Scuttled,43.116667,5.916667,527,1,1.44,527,Did not survive the War
U-968,VIIC,1943-03-18,1945-05-09,Surrendered,68.454308,17.393468,783,4,2.14,195.75,Survived the war
U-969,VIIC,1943-03-24,1944-08-06,Sunk,43.116667,5.916667,501,,1.37,,Did not survive the War
U-970,VIIC,1943-03-25,1944-06-08,Sunk,45.25,-4.166667,441,,1.21,,Did not survive the War
U-971,VIIC,1943-04-01,1944-06-24,Sunk,49.016667,-5.883333,450,,1.23,,Did not survive the War
U-972,VIIC,1943-04-08,1943-12-15,Missing,60.5,-20.0,251,,0.69,,Did not survive the War
U-973,VIIC,1943-04-15,1944-03-06,Sunk,70.666667,5.8,326,,0.89,,Did not survive the War
U-974,VIIC,1943-04-22,1944-04-19,Sunk,59.133333,5.383333,363,,0.99,,Did not survive the War
U-975,VIIC,1943-04-29,1945-05-09,Surrendered,59.42135,10.531852,741,,2.03,,Survived the war
U-976,VIIC,1943-05-05,1944-03-25,Sunk,46.5,-2.41,325,,0.89,,Did not survive the War
U-977,VIIC,1943-05-06,1945-08-17,Surrendered,-37.994782,-57.536151,834,,2.28,,Survived the war
U-978,VIIC,1943-05-12,1945-05-09,Surrendered,63.448046,10.37828,728,,1.99,,Survived the war
U-979,VIIC,1943-05-20,1945-05-24,Scuttled,54.633333,8.383333,735,1,2.01,735,Survived the war
U-980,VIIC,1943-05-27,1944-06-11,Sunk,63.116667,0.433333,381,,1.04,,Did not survive the War
U-981,VIIC,1943-06-03,1944-08-12,Sunk,46.15,-1.583333,436,,1.19,,Did not survive the War
U-982,VIIC,1943-06-10,1945-04-09,Sunk,53.535,9.850833,669,,1.83,,Did not survive the War
U-983,VIIC,1943-06-16,1943-09-08,Sunk,54.933333,17.233333,84,,0.23,,Did not survive the War
U-984,VIIC,1943-06-17,1944-08-02,Sunk,50.0622,-0.54,412,1,1.13,412,Did not survive the War
U-985,VIIC,1943-06-24,1944-11-15,Stricken,58.141998,8.004285,510,1,1.4,510,Did not survive the War
U-986,VIIC,1943-07-01,1944-04-10,Missing,51.5,-20.0,284,,0.78,,Did not survive the War
U-987,VIIC,1943-07-08,1944-06-15,Sunk,68.016667,5.133333,343,,0.94,,Did not survive the War
U-988,VIIC,1943-07-15,1944-06-22,Sunk,50.0217,-2.995,343,,0.94,,Did not survive the War
U-989,VIIC,1943-07-22,1945-02-14,Sunk,61.6,-1.583333,573,1,1.57,573,Did not survive the War
U-990,VIIC,1943-07-28,1944-05-25,Sunk,65.083333,7.466667,302,1,0.83,302,Did not survive the War
U-991,VIIC,1943-07-29,1945-05-09,Surrendered,60.390692,5.297793,650,,1.78,,Survived the war
U-992,VIIC,1943-08-02,1945-05-09,Surrendered,68.449416,17.417615,646,1,1.77,646,Survived the war
U-993,VIIC,1943-08-19,1944-10-04,Sunk,60.392,5.2922,412,,1.13,,Did not survive the War
U-994,VIIC,1943-09-02,1945-05-09,Surrendered,63.445978,10.411729,615,,1.68,,Survived the war
U-995,VIIC/41,1943-09-16,1945-05-09,Surrendered,63.445978,10.411729,601,5,1.65,120.2,Survived the war
U-997,VIIC/41,1943-09-23,1945-05-09,Surrendered,68.449416,17.417615,594,2,1.63,297,Survived the war
U-998,VIIC/41,1943-10-07,1944-06-27,Broken up,60.390692,5.297793,264,,0.72,,Did not survive the War
U-999,VIIC/41,1943-10-21,1945-05-05,Scuttled,54.812649,9.444936,562,,1.54,,Survived the war
U-1000,VIIC/41,1943-11-04,1945-03-01,Broken up,54.836595,18.331462,483,,1.32,,Did not survive the War
U-1001,VIIC/41,1943-11-18,1945-04-08,Sunk,49.316667,-10.383333,507,,1.39,,Did not survive the War
U-1002,VIIC/41,1943-11-30,1945-05-09,Surrendered,60.390692,5.297793,526,,1.44,,Survived the war
U-1003,VIIC/41,1943-12-09,1945-03-25,Scuttled,55.633333,-7.433333,472,,1.29,,Did not survive the War
U-1004,VIIC/41,1943-12-16,1945-05-09,Surrendered,60.390692,5.297793,510,2,1.4,255,Survived the war
U-1005,VIIC/41,1943-12-30,1945-05-14,Surrendered,60.390692,5.297793,501,,1.37,,Survived the war
U-1006,VIIC/41,1944-01-11,1944-10-16,Sunk,60.983333,-4.816667,279,,0.76,,Did not survive the War
U-1007,VIIC/41,1944-01-18,1945-05-02,Scuttled,53.9,10.833333,470,,1.29,,Survived the war
U-1008,VIIC/41,1944-02-01,1945-05-06,Scuttled,56.233333,10.85,460,,1.26,,Survived the war
U-1009,VIIC/41,1944-02-10,1945-05-10,Surrendered,58.496886,-4.684022,455,,1.25,,Survived the war
U-1010,VIIC/41,1944-02-22,1945-05-14,Surrendered,58.496886,-4.684022,447,,1.22,,Survived the war
U-1013,VIIC/41,1944-03-02,1944-03-17,Sunk,54.35,13.916667,15,,0.04,,Did not survive the War
U-1014,VIIC/41,1944-03-14,1945-02-04,Sunk,55.283333,-6.733333,327,,0.9,,Did not survive the War
U-1015,VIIC/41,1944-03-23,1945-05-14,Sunk,55.15,19.183333,417,,1.14,,Survived the war
U-1016,VIIC/41,1944-04-04,1945-05-05,Scuttled,54.814809,9.752395,396,,1.08,,Survived the war
U-1017,VIIC/41,1944-04-13,1945-04-29,Sunk,56.067,11.1,381,2,1.04,190.5,Did not survive the War
U-1018,VIIC/41,1944-04-24,1945-02-27,Sunk,49.916667,-5.366667,309,1,0.85,309,Did not survive the War
U-1019,VIIC/41,1944-05-04,1945-05-09,Surrendered,63.436101,10.386016,370,,1.01,,Survived the war
U-1020,VIIC/41,1944-05-17,1945-01-09,Sunk,56.535278,-1.301944,237,,0.65,,Did not survive the War
U-1021,VIIC/41,1944-05-25,1945-03-14,Sunk,50.555,-5.193333,293,,0.8,,Did not survive the War
U-1022,VIIC/41,1944-06-07,1945-05-09,Surrendered,60.390692,5.297793,336,2,0.92,168,Survived the war
U-1023,VIIC/41,1944-06-15,1945-05-10,Surrendered,50.578074,-2.447233,329,1,0.9,329,Survived the war
U-1024,VIIC/41,1944-06-28,1945-04-12,Captured,53.613761,-5.198741,288,,0.79,,Did not survive the War
U-1025,VIIC/41,1945-04-12,1945-05-05,Scuttled,54.816786,9.784173,23,,0.06,,Survived the war
U-1051,VIIC,1944-03-04,1945-01-26,Sunk,53.65,-5.383333,328,2,0.9,164,Did not survive the War
U-1052,VIIC,1944-01-20,1945-05-09,Surrendered,60.390692,5.297793,475,,1.3,,Survived the war
U-1053,VIIC,1944-02-12,1945-02-15,Sunk,60.428424,5.26335,369,,1.01,,Did not survive the War
U-1054,VIIC,1944-03-25,1944-09-16,Stricken,54.330689,10.156145,175,,0.48,,Did not survive the War
U-1055,VIIC,1944-04-08,1945-04-23,Missing,52.428922,-11.347736,380,4,1.04,95,Did not survive the War
U-1056,VIIC,1944-04-29,1945-05-05,Scuttled,54.809393,9.821474,371,,1.02,,Survived the war
U-1057,VIIC,1944-05-20,1945-05-09,Surrendered,60.390692,5.297793,354,,0.97,,Survived the war
U-1058,VIIC,1944-06-10,1945-05-10,Surrendered,58.496886,-4.684022,334,,0.91,,Survived the war
U-1059,VIIF,1943-05-01,1944-03-19,Sunk,13.166667,-33.733333,323,,0.88,,Did not survive the War
U-1060,VIIF,1943-05-15,1944-10-27,Run aground,65.4,12.0,531,,1.45,,Did not survive the War
U-1061,VIIF,1943-08-25,1945-05-09,Surrendered,60.390692,5.297793,623,,1.71,,Survived the war
U-1062,VIIF,1943-06-19,1944-09-30,Sunk,11.6,-34.733333,469,,1.28,,Did not survive the War
U-1063,VIIC/41,1944-07-08,1945-04-15,Sunk,50.148333,-3.89,281,,0.77,,Did not survive the War
U-1064,VIIC/41,1944-07-29,1945-05-09,Surrendered,63.436101,10.386016,284,1,0.78,284,Survived the war
U-1065,VIIC/41,1944-09-23,1945-04-09,Sunk,57.8,11.433333,198,,0.54,,Did not survive the War
U-1101,VIIC,1943-11-10,1945-05-05,Scuttled,54.761403,9.860487,542,,1.48,,Survived the war
U-1102,VIIC,1944-02-22,1945-05-13,Surrendered,54.324491,10.676938,446,,1.22,,Survived the war
U-1103,VIIC/41,1944-01-08,1945-05-05,Surrendered,53.879116,8.70138,483,,1.32,,Survived the war
U-1104,VIIC/41,1944-03-15,1945-05-09,Surrendered,60.390692,5.297793,420,,1.15,,Survived the war
U-1105,VIIC/41,1944-06-03,1945-05-10,Surrendered,58.496886,-4.684022,341,1,0.93,341,Survived the war
U-1106,VIIC/41,1944-07-05,1945-03-29,Sunk,61.766667,-2.266667,267,,0.73,,Did not survive the War
U-1107,VIIC/41,1944-08-08,1945-04-30,Sunk,48.0,-6.5,265,2,0.73,132.5,Did not survive the War
U-1108,VIIC/41,1944-11-18,1945-05-09,Surrendered,59.285862,10.544334,172,,0.47,,Survived the war
U-1109,VIIC/41,1944-08-31,1945-05-12,Surrendered,58.496886,-4.684022,254,,0.7,,Survived the war
U-1110,VIIC/41,1944-09-24,1945-05-14,Surrendered,54.963703,8.376812,232,,0.64,,Survived the war
U-1131,VIIC,1944-05-20,1945-03-30,Sunk,53.542569,9.907424,314,,0.86,,Did not survive the War
U-1132,VIIC,1944-06-24,1945-05-05,Scuttled,54.830567,9.421345,315,,0.86,,Survived the war
U-1161,VIIC,1943-08-25,1945-05-05,Scuttled,54.830567,9.421345,619,,1.69,,Survived the war
U-1162,VIIC,1943-09-15,1945-05-05,Scuttled,54.760046,9.863418,598,,1.64,,Survived the war
U-1163,VIIC/41,1943-10-06,1945-05-09,Surrendered,58.139544,8.012641,581,1,1.59,581,Survived the war
U-1164,VIIC/41,1943-10-27,1944-07-24,Sunk,54.328465,10.157183,271,,0.74,,Did not survive the War
U-1165,VIIC/41,1943-11-17,1945-05-09,Surrendered,68.449211,17.417211,539,1,1.48,539,Survived the war
U-1166,VIIC/41,1943-12-08,1945-05-03,Scuttled,54.327849,10.165824,512,,1.4,,Survived the war
U-1167,VIIC/41,1943-12-29,1945-03-30,Sunk,53.540598,9.889009,457,,1.25,,Did not survive the War
U-1168,VIIC/41,1944-01-19,1945-05-04,Scuttled,54.883333,9.616667,471,,1.29,,Survived the war
U-1169,VIIC/41,1944-02-09,1945-03-29,Sunk,49.966667,-5.416667,414,,1.13,,Did not survive the War
U-1170,VIIC/41,1944-03-01,1945-05-02,Scuttled,53.983333,10.933333,427,,1.17,,Survived the war
U-1171,VIIC/41,1944-03-22,1945-05-09,Surrendered,58.985619,5.713489,413,,1.13,,Survived the war
U-1172,VIIC/41,1944-04-20,1945-01-27,Sunk,52.4,-5.7,282,2,0.77,141,Did not survive the War
U-1191,VIIC,1943-09-09,1944-07-03,Sunk,50.05,-2.983333,298,,0.82,,Did not survive the War
U-1192,VIIC,1943-09-23,1945-05-03,Scuttled,54.327849,10.165824,588,,1.61,,Survived the war
U-1193,VIIC,1943-10-07,1945-05-05,Scuttled,54.768841,9.84677,576,,1.58,,Survived the war
U-1194,VIIC,1943-10-21,1945-05-09,Surrendered,53.873672,8.716411,566,,1.55,,Survived the war
U-1195,VIIC,1943-11-04,1945-04-07,Sunk,50.556183,-0.938281,520,2,1.42,260,Did not survive the War
U-1196,VIIC,1943-11-18,1945-05-02,Scuttled,53.963586,10.895968,531,,1.45,,Survived the war
U-1197,VIIC,1943-12-02,1945-05-01,Captured,53.556902,8.547968,516,,1.41,,Did not survive the War
U-1198,VIIC,1943-12-09,1945-05-08,Surrendered,53.873672,8.716411,516,,1.41,,Survived the war
U-1199,VIIC,1943-12-23,1945-01-21,Sunk,49.95,-5.7,395,,1.08,,Did not survive the War
U-1200,VIIC,1944-01-05,1944-11-12,Sunk,50.045,2.017,312,,0.85,,Did not survive the War
U-1201,VIIC,1944-01-13,1945-05-03,Scuttled,53.540598,9.889009,476,,1.3,,Survived the war
U-1202,VIIC,1944-01-27,1945-05-09,Surrendered,60.390692,5.297793,468,1,1.28,468,Survived the war
U-1203,VIIC,1944-02-10,1945-05-09,Surrendered,63.436101,10.386016,454,1,1.24,454,Survived the war
U-1204,VIIC,1944-02-17,1945-05-05,Scuttled,54.768841,9.84677,443,,1.21,,Survived the war
U-1205,VIIC,1944-03-02,1945-05-03,Scuttled,54.327849,10.165824,427,,1.17,,Survived the war
U-1206,VIIC,1944-03-16,1945-04-14,Scuttled,57.35,-1.65,394,,1.08,,Did not survive the War
U-1207,VIIC,1944-03-23,1945-05-05,Scuttled,54.768841,9.84677,408,,1.12,,Survived the war
U-1208,VIIC,1944-04-06,1945-02-24,Sunk,49.85,-6.1,324,1,0.89,324,Did not survive the War
U-1209,VIIC,1944-04-13,1944-12-18,Scuttled,49.511539,-5.598301,249,,0.68,,Did not survive the War
U-1210,VIIC,1944-04-22,1945-05-03,Sunk,54.466667,9.85,376,,1.03,,Survived the war
U-1221,IXC/40,1943-08-11,1945-04-03,Sunk,54.333333,10.166667,601,,1.65,,Did not survive the War
U-1222,IXC/40,1943-09-01,1944-07-11,Sunk,46.516667,-5.483333,314,,0.86,,Did not survive the War
U-1223,IXC/40,1943-10-06,1945-05-05,Scuttled,53.551888,8.557147,577,1,1.58,577,Survived the war
U-1224,IXC/40,1943-10-20,1944-05-13,Sunk,18.133056,-33.216389,206,,0.56,,Did not survive the War
U-1225,IXC/40,1943-11-10,1944-06-24,Sunk,63.0,-0.833333,227,,0.62,,Did not survive the War
U-1226,IXC/40,1943-11-24,1944-10-23,Missing,56.5,-20.0,334,,0.91,,Did not survive the War
U-1227,IXC/40,1943-12-08,1945-05-03,Scuttled,54.327849,10.165824,512,1,1.4,512,Survived the war
U-1228,IXC/40,1943-12-22,1945-05-17,Surrendered,43.054477,-70.715867,512,1,1.4,512,Survived the war
U-1229,IXC/40,1944-01-13,1944-08-20,Sunk,42.333333,-51.65,220,,0.6,,Did not survive the War
U-1230,IXC/40,1944-01-26,1945-05-05,Surrendered,54.177091,7.903793,465,1,1.27,465,Survived the war
U-1231,IXC/40,1944-02-09,1945-05-13,Surrendered,58.488956,-4.688765,459,,1.26,,Survived the war
U-1232,IXC/40,1944-03-08,1945-05-03,Captured,53.536854,8.554042,421,3,1.15,140.33,Survived the war
U-1233,IXC/40,1944-03-22,1945-05-05,Surrendered,55.554102,9.857845,409,,1.12,,Survived the war
U-1234,IXC/40,1944-04-19,1945-05-05,Scuttled,54.802381,9.441039,381,,1.04,,Survived the war
U-1235,IXC/40,1944-05-17,1945-04-15,Sunk,42.9,-30.416667,333,,0.91,,Did not survive the War
U-1271,VIIC/41,1944-01-12,1945-05-09,Surrendered,60.390692,5.297793,483,,1.32,,Survived the war
U-1272,VIIC/41,1944-01-28,1945-05-10,Surrendered,60.390692,5.297793,468,,1.28,,Survived the war
U-1273,VIIC/41,1944-02-16,1945-02-17,Sunk,59.4,10.533333,367,,1,,Did not survive the War
U-1274,VIIC/41,1944-03-01,1945-04-16,Sunk,55.6,-1.4,411,1,1.13,411,Did not survive the War
U-1275,VIIC/41,1944-03-22,1945-05-03,Scuttled,54.327849,10.165824,407,,1.11,,Survived the war
U-1276,VIIC/41,1944-04-06,1945-02-20,Sunk,51.8,-7.116667,320,1,0.88,320,Did not survive the War
U-1277,VIIC/41,1944-05-03,1945-06-03,Scuttled,41.180839,-8.701994,396,,1.08,,Survived the war
U-1278,VIIC/41,1944-05-31,1945-02-17,Sunk,61.533333,1.6,262,,0.72,,Did not survive the War
U-1279,VIIC/41,1944-07-05,1945-02-27,Sunk,49.766667,-5.783333,237,,0.65,,Did not survive the War
U-1301,VIIC/41,1944-02-11,1945-05-09,Surrendered,60.390692,5.297793,453,,1.24,,Survived the war
U-1302,VIIC/41,1944-05-25,1945-03-07,Sunk,52.316667,-5.383333,286,3,0.78,95.33,Did not survive the War
U-1303,VIIC/41,1944-04-05,1945-05-05,Scuttled,54.802381,9.441039,395,,1.08,,Survived the war
U-1304,VIIC/41,1944-09-06,1945-05-05,Scuttled,54.802381,9.441039,241,,0.66,,Survived the war
U-1305,VIIC/41,1944-09-13,1945-05-10,Surrendered,58.488956,-4.688765,239,1,0.65,239,Survived the war
U-1306,VIIC/41,1944-12-20,1945-05-05,Scuttled,54.758655,9.8671,136,,0.37,,Survived the war
U-1307,VIIC/41,1944-11-17,1945-05-09,Surrendered,60.390692,5.297793,173,,0.47,,Survived the war
U-1308,VIIC/41,1945-01-17,1945-05-01,Scuttled,54.175755,12.089201,104,,0.28,,Did not survive the War
U-1405,XVIIB,1944-12-21,1945-05-05,Scuttled,54.465255,9.853445,135,,0.37,,Survived the war
U-1406,XVIIB,1945-02-08,1945-05-05,Surrendered,53.881565,8.704651,86,,0.24,,Survived the war
U-1407,XVIIB,1945-03-13,1945-05-05,Surrendered,53.881565,8.704651,53,,0.15,,Survived the war
U-2321,XXIII,1944-06-12,1945-05-09,Surrendered,58.105611,7.981374,331,1,0.91,331,Survived the war
U-2322,XXIII,1944-07-01,1945-05-09,Surrendered,58.972752,5.738923,312,1,0.85,312,Survived the war
U-2323,XXIII,1944-07-18,1944-07-26,Sunk,54.383333,10.183333,8,,0.02,,Did not survive the War
U-2324,XXIII,1944-07-25,1945-05-09,Surrendered,58.972752,5.738923,288,,0.79,,Survived the war
U-2325,XXIII,1944-08-03,1945-05-09,Surrendered,58.105611,7.981374,279,,0.76,,Survived the war
U-2326,XXIII,1944-08-10,1945-05-14,Surrendered,56.459705,-2.953289,277,,0.76,,Survived the war
U-2327,XXIII,1944-08-19,1945-05-02,Scuttled,54.328034,10.165785,256,,0.7,,Survived the war
U-2328,XXIII,1944-08-25,1945-05-09,Surrendered,60.390692,5.297793,257,,0.7,,Survived the war
U-2329,XXIII,1944-09-01,1945-05-09,Surrendered,58.972752,5.738923,250,,0.68,,Survived the war
U-2330,XXIII,1944-09-07,1945-05-03,Scuttled,54.328034,10.165785,238,,0.65,,Survived the war
U-2331,XXIII,1944-09-12,1944-10-10,Sunk,54.431517,18.689599,28,,0.08,,Did not survive the War
U-2332,XXIII,1944-11-13,1945-05-03,Scuttled,53.540927,9.892641,171,,0.47,,Survived the war
U-2333,XXIII,1944-12-18,1945-05-05,Scuttled,54.758655,9.8671,138,,0.38,,Survived the war
U-2334,XXIII,1944-09-21,1945-05-09,Surrendered,58.105611,7.981374,230,,0.63,,Survived the war
U-2335,XXIII,1944-09-27,1945-05-09,Surrendered,58.105611,7.981374,224,,0.61,,Survived the war
U-2336,XXIII,1944-09-30,1945-05-15,Surrendered,54.327994,10.151904,227,2,0.62,113.5,Survived the war
U-2337,XXIII,1944-10-04,1945-05-09,Surrendered,58.105611,7.981374,217,,0.59,,Survived the war
U-2338,XXIII,1944-10-09,1945-05-04,Sunk,55.566667,9.816667,207,,0.57,,Survived the war
U-2339,XXIII,1944-11-16,1945-05-05,Scuttled,54.758655,9.8671,170,,0.47,,Survived the war
